Agency Id,Order Id,Product Id,Agency Ref,Agency Name,Order Ref,Agency Activity,Agency Group,Agency Type,Product Category,Product Ref,Quantity,Total Purchased,Total Cost,Total Service Fee,Weight,County,Service Fee,Pickup Delivery Date,Confirmed Date,Service Fee Name,Shipping Method,Is Non Food,Warehouse Name,Warehouse Ref,Agency Postal Code,Agency City,Product Name,Food Category
824,173336,6692,R-124,Rabun Gap Presbyterian Church,476965,,FP/USDA,MOBILE PANTRY-Agency,LOCAL - LL,C-28-90422,42,0,0,0.0,2100,RABUN,0.0,2/16/2024 8:57,2/20/2024 15:52,Price Code 1,CUSTOMER PICKUP,False,Rabun Warehouse,02,30568.0,Rabun Gap,"APPLES, LL",Cooled Cooled Cooled Cooled Fruits
577,180947,1045,S-133,Sharing and Caring - Clayton,483553,,FP/GNAP/USDA,FOOD PANTRY-Agency,BLUE RECEIPT-SHL,W-25-10009,41,0,0,7.38,41,RABUN,0.18,5/16/2024 9:50,5/16/2024 13:29,Price Code 1,CUSTOMER PICKUP,False,Sharing Floor Rabun,02-SH,30525.0,Clayton,"ASSORTED SNACK ITEMS, SHL",Dry Dry Dry Dry Food Misc.
602,173090,7082,10-NGAR,Food Bank of Northeast Georgia Rabun,476720,,FOOD BANK,EMERGENCY-Agency,USDA,C-50-10033,16,0,0,0.0,192,RABUN,0.0,1/16/2024 8:55,1/16/2024 7:24,Price Code 1,CUSTOMER PICKUP,False,Rabun Warehouse,02,30525.0,Clayton,USDA SHREDDED YELLOW CHEDDAR CHEESE CCC,Cooled Cooled Cooled Cooled Dairy
824,173135,690,R-124,Rabun Gap Presbyterian Church,476765,,FP/USDA,MOBILE PANTRY-Agency,BLUE RECEIPT-SHL,W-03-10013,5000,0,0,0.0,5000,RABUN,0.0,1/19/2024 8:57,1/22/2024 13:02,Price Code 1,CUSTOMER PICKUP,False,Rabun Warehouse,02,30568.0,Rabun Gap,"ASSORTED BEVERAGES, SHL",Dry Dry Dry Dry Beverages
577,172544,50,S-133,Sharing and Caring - Clayton,476175,,FP/GNAP/USDA,FOOD PANTRY-Agency,LOCAL - LL,W-16-10002,120,0,0,21.6,120,RABUN,0.18,1/4/2024 9:50,1/4/2024 11:33,Price Code 1,CUSTOMER PICKUP,False,Sharing Floor Rabun,02-SH,30525.0,Clayton,MISC. FOOD BOX LL,Dry Dry Dry Dry Food Misc.
905,173910,1791,R-127,Rabun Christian Food Ministry,477539,,FP/USDA,FOOD PANTRY-Agency,USDA,N-50-10079,6,0,0,28.08,156,RABUN,0.18,2/16/2024 11:38,2/20/2024 10:48,Price Code 1,CUSTOMER PICKUP,False,Rabun Warehouse,02,30525.0,Clayton,USDA WALNUT HALVES AND PIECES,Dry Dry Dry Dry Proteins
731,180261,50,F-138,Freedom Ministries Lighthouse,482867,,ON PREMISES (OP),REHAB-Agency,LOCAL - LL,W-16-10002,80,0,0,14.4,80,RABUN,0.18,5/6/2024 10:11,5/6/2024 10:55,Price Code 1,CUSTOMER PICKUP,False,Sharing Floor Rabun,02-SH,30552.0,Lakemont,MISC. FOOD BOX LL,Dry Dry Dry Dry Food Misc.
919,181278,8970,F-132,Fight Abuse in the Home (FAITH),FAIMPORT483883,,ON PREMISES (OP),SHELTER-Agency,BLUE RECEIPT-SHL,MCW-16-10001,36,0,0,0.0,36,RABUN,0.0,5/20/2024 0:00,5/20/2024 0:00,Price Code 1,CUSTOMER PICKUP,False,Food Bank of Northeast Georgia,01,30525.0,Clayton,"MISC. FOOD BOX, SHL RETAIL PICKUP",Dry Dry Dry Dry Food Misc.
658,182325,875,W-130,Wolf Creek Baptist Church,484929,,FP/GNAP/USDA,FOOD PANTRY-Agency,BLUE RECEIPT-SHL,W-04-10000,23,0,0,0.0,23,RABUN,0.0,6/18/2024 16:14,6/18/2024 11:26,Price Code 1,CUSTOMER PICKUP,False,Sharing Floor Rabun,02-SH,30576.0,Tiger,"BREAD & BAKERY, ASSORTED SHL",Dry Dry Dry Dry Grains
919,178170,8971,F-132,Fight Abuse in the Home (FAITH),FAIMPORT480789,,ON PREMISES (OP),SHELTER-Agency,BLUE RECEIPT-SHL,MCF-16-10001,43,0,0,0.0,43,RABUN,0.0,4/1/2024 0:00,4/1/2024 0:00,Price Code 1,CUSTOMER PICKUP,False,Food Bank of Northeast Georgia,01,30525.0,Clayton,"FROZEN FOODS, MISC SHL RETAIL PICKUP",Dry Dry Dry Dry Food Misc.
577,172925,1045,S-133,Sharing and Caring - Clayton,476556,,FP/GNAP/USDA,FOOD PANTRY-Agency,BLUE RECEIPT-SHL,W-25-10009,13,0,0,2.34,13,RABUN,0.18,1/11/2024 9:50,1/11/2024 10:19,Price Code 1,CUSTOMER PICKUP,False,Sharing Floor Rabun,02-SH,30525.0,Clayton,"ASSORTED SNACK ITEMS, SHL",Dry Dry Dry Dry Food Misc.
602,181496,84,10-NGAR,Food Bank of Northeast Georgia Rabun,484100,,FOOD BANK,EMERGENCY-Agency,USDA,N-50-10006,13,0,0,0.0,351,RABUN,0.0,5/29/2024 8:55,5/29/2024 8:59,Price Code 1,CUSTOMER PICKUP,False,Rabun Warehouse,02,30525.0,Clayton,USDA GREEN BEANS,Dry Dry Dry Dry Vegetables
602,176389,84,10-NGAR,Food Bank of Northeast Georgia Rabun,479014,,FOOD BANK,EMERGENCY-Agency,USDA,N-50-10006,13,0,0,0.0,351,RABUN,0.0,2/29/2024 8:55,2/29/2024 7:08,Price Code 1,CUSTOMER PICKUP,False,Rabun Warehouse,02,30525.0,Clayton,USDA GREEN BEANS,Dry Dry Dry Dry Vegetables
824,173135,4788,R-124,Rabun Gap Presbyterian Church,476765,,FP/USDA,MOBILE PANTRY-Agency,USDA,F-50-90039,40,0,0,0.0,1600,RABUN,0.0,1/19/2024 8:57,1/22/2024 13:02,Price Code 1,CUSTOMER PICKUP,False,Rabun Warehouse,02,30568.0,Rabun Gap,USDA CATFISH FILLETS CCC,Frozen Frozen Frozen Frozen Proteins
731,176166,683,F-138,Freedom Ministries Lighthouse,478792,,ON PREMISES (OP),REHAB-Agency,BLUE RECEIPT-SHL,W-16-10001,39,0,0,7.02,39,RABUN,0.18,2/26/2024 10:11,2/26/2024 10:18,Price Code 1,CUSTOMER PICKUP,False,Sharing Floor Rabun,02-SH,30552.0,Lakemont,MISC. FOOD BOX SHL,Dry Dry Dry Dry Food Misc.
